,full_text,full_text_eng,classification,classification naive bayes
120,kominfo tingkat sinergi platform media sosial milu damai 2024,Kominfo Synergy Level Social Media Platform Milu Damai 2024 ,Positif,Positif
121,catat milu 2024 pilih 2019 pilih jokowi paling sekitar 10 alih pilih anies insya alllah 1 putar amin,Record MILU 2024 Select 2019 Select Jokowi at most around 10 instead of select Anies God willing 1 Amin Amin ,Positif,Positif
122,jelang aman milu 2024 batalyon b pelopor satbrimob polda sultra gelar latih phh,Ahead of Aman Milu 2024 Battalion B Southeast Sulawesi Regional Police Satbrimob Holds PHH Training ,Netral,Positif
123,aipda reza dwi jananto bhabinkamtibmas lurah papanggo sama warga rw 05 papanggo laksana rembug warga kantor rw bahas kamtibmas wilayah menghimbau warga menciptidakan milu damai 2024,Aipda Reza Dwi Jananto Bhabinkamtibmas Lurah Papanggo and Residents of RW 05 Papanggo like Rembo residents of the RW Office Bahas Bahas Kamtibmas region urged residents to create a peaceful mile 2024 ,Positif,Positif
124,ganjar pranowo prof mahfud md muncul sambut positif on fire buat semua rasa koneksi arti,Ganjar Pranowo Prof Mahfud MD appears positive welcome on fire for all sense of connection meaning ,Positif,Positif
125,ganjar pranowo prof mahfud md bikin sambut positif jadi ajang pesta sama sabang sampaie merauke,Ganjar Pranowo Prof Mahfud MD made a positive welcome a party with Sabang to Merauke ,Positif,Positif
126,milu 2024 damai wujud demokrasi indonesia sehat martabat milu damai rupa tanggung jawab sama seluruh elemen bangsa wujud demokrasi lebih maju,MILU 2024 Peaceful Form of Democracy Indonesia Healthy Dignity of Peaceful Miluism The same responsibility for all elements of the nation is more advanced in democracy ,Positif,Positif
127,tiap tahap milu 2024 polsek manggis intensif laku patroli wilayah jaga stabilitas aman jadi lebih kondusif,Each stage of MILU 2024 Intensive Manggis Sector Police Patrol Patrol The safe stability is more conducive ,Positif,Positif
128,sertu supriyadi babinsa desa bangsri koramil 06karangpandan sama babinkamtibmas hadir acara bimtek kelompok selenggara mungut suara kpps milu 2024 tempat aula blk kab karanganyar,Sertu Supriyadi Babinsa Bangsri Village Koramil 06Karangpandan and Babinkamtibmas attended the Bimtek Group Selear Milu Milu 2024 Place of the Karanganyar District ,Netral,Positif
129,kalau food estate hasil sdh pasti jokowi cs memanfatkannya komoditas politik milu 2024 sdh sebut ksampaianye,If the food estate results the results will definitely take advantage of the political commodity of Milu 2024 he said ,Netral,Positif
130,ganjar pranowo prof mahfud md jadi ikon tiap daerah bangun semangat positif getar,Ganjar Pranowo Prof Mahfud MD became an icon of each area to build a positive spirit of vibration ,Positif,Positif
131,ganjar pranowo prof mahfud md postingan instagram ssampaie tiktok jadi konten kreator sambut positif kini,Ganjar Pranowo Prof Mahfud MD Instagram posting SSAMPAIE TIKTOK is a positive welcoming creator content now ,Positif,Positif
132,bripka wiki bhabinkamtibmas lurah warakas laksana piket posko sama milu serentidak 2024 lurah warakas,Bripka Wiki Bhabinkamtibmas Lurah Warakas Like Piket Post and Milu Serent No 2024 Lurah Warakas ,Netral,Positif
133,inti siapa pilih milu 2024 jalan lancar jujur adil damai santun,the point of whom chooses miles 2024 roads smoothly honest fair peace ,Positif,Positif
134,moga milu 2024 langsung lancar damai jujur bisamaillah prabowo presiden,I hope that MILU 2024 will go straight to peace Honesty Bisamah Prabowo the President ,Positif,Positif
135,ganjar pranowo prof mahfud md jadi sorot antara sambut positif rayap seluruh negeri,Ganjar Pranowo Prof Mahfud MD became a highlight between the positive welcome of termites throughout the country ,Positif,Positif
136,ganjar pranowo prof mahfud md bukan jadi pimpin juga jadi bawa warna baru hidup,Ganjar Pranowo Prof Mahfud MD is not a leader to bring a new color of life ,Positif,Positif
137,kapolres metro tangerang kota kombes pol zain dwi nugroho sh sikmsi laksana kece gudang logistik milu ppk camat cibodas tempat gor cibodas kota tangerang selasa 30 januari 2024 polri,Kapolres Metro Tangerang City Kombes Pol Zain Dwi Nugroho SH SIKMSI like a small logistics warehouse ppk cibodas sub district head where gor cibodas tangerang city Tuesday 30 January 2024 Polri ,Negatif,Positif
138,ganjar pranowo prof mahfud md sambut positif jadi lifestyle bukan cuma ungkap terima kasih juga buah harga mereka,Ganjar Pranowo Prof Mahfud MD welcomed positively so a lifestyle was not only said thank you also the fruit of their prices ,Positif,Positif
139,ganjar pranowo prof mahfud md bukan cuma pimpin juga teman juang tuju sambut positif epic,Ganjar Pranowo Prof Mahfud MD is not just leading a friendly friend to welcome the positive Epic ,Positif,Positif
140,seniman tugas milu 2024 adalah menang prabowo gibran bukan menang jadi dprd bandung,The Artist of Milu 2024 is to win Prabowo Gibran not to win so the Bandung DPRD ,Positif,Positif
141,hitung mundur 13 hari tuju milu tahun 2024,Calculate 13 days to go to MILU in 2024 ,Netral,Positif
142,gencar himbauan kamtibmas jelang milu 2024,Increased Appeal Kamtibmas ahead of Milu 2024 ,Netral,Positif
143,ganjar pranowo prof mahfud md bawa semangat positif bisa rasa langsung menciptidakan interaksi ngtidak lupa,Ganjar Pranowo Prof Mahfud MD Brings positive enthusiasm can immediately feel the interaction of not forgetting ,Positif,Positif
144,ganjar pranowo prof mahfud md bawa nuansa akrab tiap kabupaten kota menciptidakan sambut positif asik,Ganjar Pranowo Prof Mahfud MD Bring a familiar nuance of each city district created a positive welcome ,Positif,Positif
145,milu 2024 momen sejarah bangsa,MILU 2024 Moments of the History of the Nation ,Netral,Positif
146,ganjar pranowo prof mahfud md tengah marak konten hasil menciptidakan konten sambut positif catchy memorable,Ganjar Pranowo Prof Mahfud MD Middle Content The results of creating positive welcome content of Catchy Memorable ,Positif,Positif
147,provinsi jadi saksi ubah positif berkat pimpin samaart ala ganjar pranowo bijaksana prof mahfud md,The province is a witness to change positive thanks to the leadership of the same as Ganjar Pranowo Wise Prof Mahfud MD ,Positif,Positif
148,giat polsek karanggayam patroli sambang polsek karanggayam kantor sekretariat ppk camat karanggayam rangka omb cooling system jelang milu tahun 2024 selasa malam 3001,Karanggayam Police Station Patrol Sambang Karanggayam Police Station Secretariat Office PPK Karanggayam Sub District Head Frame OMB Cooling System ahead of Milu in 2024 Tuesday night 3001 ,Netral,Positif
149,ganjar pranowo prof mahfud md bikin sambut positif jadi hashtag keren pancar tiap platform media sosial,Ganjar Pranowo Prof Mahfud MD made a positive welcome so a cool hashtag transmit every social media platform ,Positif,Positif
150,tengah ragam ganjar pranowo prof mahfud md jadi role model pimpin keren menciptidakan sambut positif,the middle of the variety of Ganjar Pranowo Prof Mahfud MD so the Role Model is a cool leader created a positive welcome ,Positif,Positif
151,menghargaiperbedaan milu 2024,Appreciate the Difference of Milu 2024 ,Netral,Positif
152,giat polsek karanggayam patroli sambang polsek karanggayam obyek vital perban kantor bri unit karanggayam rangka omb cooling system jelang milu tahun 2024 selasa malam 3001,Karanggayam Police Station Patrol Sambang Karanggayam Police Station Vital Object of BRI Office BRI Karanggayam Unit Karanggayam Unit Omb Cooling System ahead of MILU in 2024 Tuesday night 3001 ,Positif,Positif
153,ganjar pranowo prof mahfud md bising info dunia maya tetap jadi viral bawa pesan sambut positif selalu uptodate,Ganjar Pranowo Prof Mahfud Md Bising Info on the virtual world remains viral Bring a positive welcome message always uptodate ,Positif,Positif
154,ganjar pranowo prof mahfud md jadi semangat balik sambut greget bawa nuansa positif seluruh penjuru tanah air,Ganjar Pranowo Prof Mahfud MD became the spirit back to welcoming the Greget Bring a positive nuance throughout the country ,Positif,Positif
155,koordinator sektetariat bawaslu lsampaiung tengah lukito hs didsampaiingi staf sektetariat hadir undang bawaslu provinsi lsampaiung rangka rapat siap kembang aplikasi data center pensayaasan milu tahun 2024,Coordinator of the Sektetariat Bawaslu Lsampaung Tengah Lukito HS Dids Stepiingi Sektetariat Staff Present Act of the Provincial Election Supervisory Body of the Lsampaiung Meeting Framework Ready to Furniture Data Center Application Center Milu Efforts in 2024 ,Netral,Positif
156,giat polsek karanggayam kapolsek karanggayam iptu sri eningsih sama anggota laksana patroli sambang kantor sekretariat ppk kec karanggayam rangka omb cooling system jelang milu tahun 2024 selasa 3001,Karanggayam Police Station Karanggayam Kapolsek Iptu Sri Eningsih with members of the Sambang Patrol Office Patrol PPK Kec Karanggayam Kec Kecan OMB Cooling System ahead of MILU in 2024 Tuesday 3001 ,Netral,Positif
157,selektif pilih tangkal berita palsu jelang milu 2024,Selective Select Fake News Ahead of Milu 2024 ,Negatif,Positif
158,19711997 milu pilu 19992019 milu sendu 2024 milu,Translatedsrcsu desten text19711997 Identiphed 19992019 8th Sendu 2024 ,Netral,Positif
159,milu tahun 2024 momen sejarah bangsa,MILU YEAR 2024 Moments of the History of the Nation ,Netral,Positif
160,ganjar pranowo prof mahfud md bikin sambut positif jadi daily dose beri energi positif tiap momen,Ganjar Pranowo Prof Mahfud MD made a positive welcome so Daily Dose give positive energy every moment ,Positif,Positif
161,tiap sudut negeri wajahwajah ceria ngejawab sambut positif inspirasi ganjar pranowo tegas prof mahfud md,Every corner of the face of the face of a cheerful face answered positively welcomed the inspiration of Ganjar Pranowo firmly Prof Mahfud MD ,Positif,Positif
162,basudara sukses milu serentidak 14 februari 2024,Basudara Success Milu Serent No February 14 2024 ,Positif,Positif
163,data riset analitika approval rating jokowi 817 persen milu 2024,Analitika Research Data for Jokowi Rating 817 Percent MILU 2024 ,Netral,Positif
164,ganjar pranowo prof mahfud md bukan cuma pimpin juga trendsetter sambut positif tiap provinsi,Ganjar Pranowo Prof Mahfud MD is not just leading a positive welcome trendsetter for each province ,Positif,Positif
165,ganjar pranowo prof mahfud md sambut positif kayak ramu ajaib diciptidakan mereka beri semangat baru masyarakat,Ganjar Pranowo Prof Mahfud MD welcomed positively like the magic ramu created ,Positif,Positif
166,basudara jangan lupa milu serentidak 14 februari 2024,Basudara dont forget MILU SERENT NOT FEBRUARY 14 2024 ,Netral,Positif
167,piket binmas polsek cipondoh aipda komarudin bhabinkamtibmas kel poris plawad ketua panwascam ketua ppk cipondoh pam logistik milu 2024 gudang ppk gor gondrong jl sawah kel gondrong kec cipondoh situasi ini pantau aman kondusif rabu 31012024,Piket Binmas Polsek Cipondoh Aipda Komarudin Bhabinkamtibmas Kel Poris Plawad Chairperson of Panwascam Chairperson of PPK Cipondoh Pam Logistik Milu 2024 PPK Warehouse GOR Gondrong Jl Sawah Kel Gondrong Kec Cipondoh This situation Monitoring Safe conducive Wednesday 31012024 ,Positif,Positif
168,tiap hari ksampaianyekan milu 2024 damai kok yang kayak gin sie,every day the arrival of miles 2024 peaceful ,Positif,Positif
169,ikut lima warna kertas suara milu 2024 1 hijau pilih anggota dprd kabkota 2 biru pilih anggota dprd prov 3kuning pilih anggota dpr ri 4 merah pilih anggota dpd ri 5abuabu pilih presiden wakil presiden,Participate in the five colors of MILU 2024 ballot papers 1 Green Select Members of DPRD Kabkota 2 Blue Select Members of the Provincial Provincial DPRD ,Negatif,Positif
170,pelosok desa sampaie pusat kota sambut positif berkat aksi ganjar pranowo ideide ciamik prof mahfud md,remote village to the city center welcomed positively thanks to the action of Ganjar Pranowo Ideide Ciamik Prof Mahfud MD ,Positif,Positif
171,ganjar pranowo prof mahfud md live streaming ssampaie podcast jadi narasumber favorit bahas sambut positif jadi inspirasi,Ganjar Pranowo Prof Mahfud MD Live Streaming Ssampaeie Podcast is a favorite resource of Discussing positive welcome so inspiration ,Positif,Positif
172,monitoring aman hadir rapat koordinasi masa ksampaianye milu 2024 kpcipelah dstambakbaya kec cisurupan kab garut,AMAN MONITORING Present Coordination Meeting of Milu Sempaper Milu 2024 KPCIPPERAH DSTAMBAKBAYA KEC CISURUPAN GARUT KAB ,Netral,Positif
173,pergi piknik wisata dieng hawa sejuk tusuk ssampaiai hati awas milu jangan ssampaiai oleng jaga demokrasi bangsa ingat ingat ingat 14 hari tuju milu 2024,Going to the Dieng Eve Tourism Picnic Cool Sticks SSUPAIAI HEAOF THE MILU DO NOT SSUPATIAI SLUE OF THE NATION DEMOCRACY REMEMBER REMEMBER ,Positif,Positif
174,hadap calon legislatif caleg milu 2024 ketua dpd partai gerindra bal made muliawan arya de gadjah gelora semangat juang menang kontestasi bakal gelar pekan datang 14 februari 2024,Faced with the legislative candidate for Milu 2024 candidate Chairman of the DPD Gerindra Bal Made Muliawan Arya de Gadjah Gelora Semander of Fighting Winning the contestation of the week of coming on February 14 2024 ,Positif,Positif
175,ganjar pranowo prof mahfud md jadi bintang balik sambut positif ngehits aceh hingga papua,Ganjar Pranowo Prof Mahfud MD became the Star back to the positive welcoming ngehits Aceh to Papua ,Positif,Positif
176,sambut luar biasa masyarakat seluruh indonesia picu semangat ganjar pranowo bijaksana prof mahfud md,Extraordinary welcomes throughout Indonesia PICU OF GANDAHO PRANOWO WIGH SPIRIT Prof Mahfud MD ,Positif,Positif
177,tiap kota ganjar pranowo prof mahfud md jadi ikon sambut positif keren,every city of Ganjar Pranowo Prof Mahfud MD became a cool positive welcome icon ,Positif,Positif
178,ganjar pranowo prof mahfud md bikin gelombang positif daerahdaerah desa ssampaie kota metropolitan,Ganjar Pranowo Prof Mahfud MD made a positive wave of the area of the SSAMPAIE Metropolitan Village area ,Positif,Positif
179,orang cerdas guna hak pilih milu 2024,intelligent people for the right to vote mill 2024 ,Positif,Positif
180,kapolsek kalimanah akp mubarok hadir undanganrapat koordinasi logistik milu 2024 aula camat kalimanah 3012024 polri,Translatedsrcjw desten textKapolsek Kalimanawa Akp Mubarok Hadir Ubarsa Papatrakapat Coordinate Logistics Following 2024 Holiday Insites 3012024 Police ,Netral,Positif
